	RSSUBMTHAIRY1	RSCONMTHAIRY3	RSSUBMTHAIRY3	RSCONMTHAIRY4	RSSUBMTHAIRY4	INRNACONMTHAIRY1	INRNACONMTHAIRY2	INRNACONMTHAIRY3	INRNACONMTHAIRY4	INRNASUBMTHAIRY1	INRNASUBMTHAIRY2	INRNASUBMTHAIRY3	INRNASUBMTHAIRY4	TOTCONMTHAIRY1	TOTCONMTHAIRY2	TOTCONMTHAIRY3	TOTCONMTHAIRY4	TOTSUBMTHAIRY1	TOTSUBMTHAIRY2	TOTSUBMTHAIRY3	TOTSUBMTHAIRY4	TRACONMTHAIRY1	TRACONMTHAIRY3	TRACONMTHAIRY4	TRASUBMTHAIRY1	TRASUBMTHAIRY3	TRASUBMTHAIRY4
Medtr7g015010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015050	0	0	0	0	0	5	5	5	5	5	2	3	0	3	0	70	52	20	0	41	17	0	1	0	0	0	0
Medtr7g015060	1	2	8	4	1	20	13	10	16	16	7	10	7	136	482	28	331	109	202	3	574	19	3	106	0	0	8
Medtr7g015100	2	0	3	2	1	44	38	31	38	62	32	53	28	434	827	381	497	318	461	1286	607	363	42	362	574	12	388
Medtr7g015120	0	13	11	39	5	30	26	23	20	30	24	34	9	94	41	68	94	0	328	0	167	0	0	0	0	0	23
Medtr7g015130	22	46	43	60	8	5	6	5	1	12	3	9	5	211	252	196	276	225	196	189	237	0	0	133	345	23	206
Medtr7g015150	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	10
Medtr7g015160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015170	4	23	24	38	4	0	2	7	4	4	1	6	4	33	23	0	61	133	22	96	31	9	0	0	0	0	72
Medtr7g015180	0	6	4	10	0	0	1	0	0	0	0	0	0	22	0	165	8	2	87	0	72	17	0	42	0	0	5
Medtr7g015190	11	16	35	25	0	170	131	112	103	222	105	175	54	108	607	591	443	310	486	131	483	0	0	34	661	2	123
Medtr7g015220	23	15	35	64	21	10	8	9	0	24	10	21	6	61	141	336	246	174	179	265	289	198	0	0	6	5	152
Medtr7g015230	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015240	5	3	5	6	2	2	0	0	0	0	0	0	0	2	0	0	0	0	19	0	0	2	0	0	0	0	0
Medtr7g015250	0	5	3	8	0	1	1	1	8	1	0	5	0	6	26	0	9	137	27	0	0	42	0	0	0	0	36
Medtr7g015270	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015280	6	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015290	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015300	8	1	6	6	7	0	0	0	0	0	0	0	0	16	0	0	16	0	0	0	68	0	0	0	0	0	0
Medtr7g015310	5	2	6	3	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3
Medtr7g015320	3	7	27	29	2	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0
Medtr7g015340	0	2	0	7	0	1	0	0	0	0	0	1	0	3	0	0	55	0	0	0	19	0	0	2	0	0	35
Medtr7g015350	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	3	0	0	0	0	0	0	0	0	0	3
Medtr7g015390	0	3	18	4	0	2	0	0	1	4	0	4	0	10	0	0	14	19	0	0	19	0	0	35	0	0	12
Medtr7g015400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015420	0	0	11	0	0	0	0	0	0	2	5	2	0	5	0	0	3	100	0	0	0	0	0	0	0	0	0
Medtr7g015510	0	3	1	4	0	1	0	0	0	1	0	2	0	4	187	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015520	1	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	27	0	0	0	0	0	0
Medtr7g015550	0	5	4	7	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015620	0	1	0	1	0	1	0	2	0	3	0	0	0	15	0	1	3	15	0	1	2	0	0	0	0	0	0
Medtr7g015640	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015650	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	44	0	0	0	0	0	0	0
Medtr7g015670	8	128	98	204	9	56	24	43	15	36	5	49	5	793	141	652	790	303	74	0	304	1000	0	317	1	55	101
Medtr7g015680	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015700	2	9	12	19	0	0	0	0	0	0	0	0	0	433	113	324	105	1	0	225	62	0	0	0	0	0	0
Medtr7g015710	1	9	8	19	0	4	0	0	0	1	2	1	0	29	0	0	36	25	0	0	33	46	0	5	0	0	74
Medtr7g015720	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015730	3	0	0	0	1	0	0	0	0	0	0	0	0	12	36	1	10	16	8	0	19	0	0	0	0	0	0
Medtr7g015740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015750	0	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Medtr7g015760	1	1	8	3	2	9	2	3	1	22	12	13	0	293	557	13	426	236	87	0	239	2	0	0	29	0	85
Medtr7g015770	14	51	92	98	10	69	58	43	57	104	61	151	43	170	222	672	433	334	403	621	812	722	1	368	0	0	396
Medtr7g015780	2	2	10	2	0	2	0	0	1	2	1	5	0	93	0	0	32	150	28	0	52	0	0	0	0	0	4
Medtr7g015790	0	0	0	0	0	1	0	2	0	3	0	5	4	13	0	76	7	0	3	0	117	12	0	0	0	0	0
Medtr7g015800	3	6	12	12	6	6	10	2	7	4	4	5	3	191	225	151	161	127	315	227	163	63	578	37	54	0	128
Medtr7g015810	0	2	0	1	0	1	1	2	1	3	2	6	7	31	5	0	4	0	0	106	2	63	0	3	0	0	2
Medtr7g015850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015860	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015870	8	55	52	90	9	28	11	16	7	26	8	33	9	471	98	159	312	133	294	638	236	188	0	20	78	8	257
Medtr7g015880	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015910	0	0	0	1	0	2	3	0	3	2	0	0	1	5	6	14	34	0	3	18	7	0	0	0	0	0	10
Medtr7g015930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g015950	26	231	469	569	91	34	25	32	18	68	59	76	55	1353	1073	367	1085	945	1133	1560	1946	494	231	952	741	123	2089
Medtr7g015960	8	28	32	43	7	2	0	2	6	0	2	2	0	0	12	162	18	0	99	0	67	8	0	0	0	0	60
Medtr7g015970	263	1162	1121	2870	251	23	48	32	43	43	47	24	56	3466	6799	5578	5395	2116	1813	4001	3505	2045	1339	1968	1080	156	1123
Medtr7g015990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016020	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0
Medtr7g016030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016040	2	7	13	15	0	6	12	5	0	9	9	28	0	73	143	421	137	202	57	318	2	0	0	31	0	0	0
Medtr7g016060	10	1	119	13	7	0	0	0	0	1	5	2	4	82	0	302	147	262	145	580	775	0	0	145	28	0	503
Medtr7g016070	0	0	0	0	0	2	0	0	0	3	1	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0
Medtr7g016080	0	1	3	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	3	0	0	0	0	0	0
Medtr7g016090	0	2	1	1	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	15	0	0	0	0	2
Medtr7g016100	10	14	28	53	3	2	0	4	0	1	4	8	3	122	106	126	229	87	538	105	236	195	0	172	1	8	187
Medtr7g016352	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016358	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Medtr7g016385	0	0	0	0	0	0	3	3	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016460	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	4	0	0	0
Medtr7g016470	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016480	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016500	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016535	0	0	0	0	0	2	2	0	0	0	0	1	0	3	0	0	0	0	0	58	0	0	0	0	0	0	0
Medtr7g016545	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016600	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016630	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
Medtr7g016640	17	35	69	126	18	26	26	42	27	36	34	57	20	569	897	847	1223	470	508	927	1317	429	54	733	126	96	460
Medtr7g016650	47	108	188	260	40	7	7	22	13	5	4	7	4	491	635	427	713	345	280	831	966	623	377	480	1	2	674
Medtr7g016660	0	1	5	3	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Medtr7g016670	5	18	28	94	7	11	3	3	3	9	4	17	2	182	5	349	351	105	161	835	302	453	514	470	0	0	45
Medtr7g016680	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016690	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016700	47	39	141	58	24	2	0	2	2	0	8	6	3	277	447	107	241	401	548	593	457	399	86	266	575	12	321
Medtr7g016710	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016720	88	70	317	165	54	2	2	10	8	8	12	22	22	794	505	415	748	548	965	1203	1174	281	116	278	1634	17	781
Medtr7g016780	48	44	191	109	24	2	2	4	9	6	7	8	9	476	354	326	333	656	600	737	514	52	115	144	585	6	416
Medtr7g016790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g016800	58	46	207	118	18	3	1	10	1	1	7	6	8	506	352	345	455	176	661	357	461	197	286	220	1472	4	398
Medtr7g016820	62	47	210	111	34	3	0	11	0	8	14	12	24	422	775	317	574	465	1036	992	585	101	499	150	229	1	365
Medtr7g016840	8	25	47	43	11	31	24	19	24	31	20	51	12	568	446	652	1105	523	865	693	1423	125	14	23	431	8	301
Medtr7g016900	10	47	34	128	8	27	56	25	42	33	17	66	11	268	553	666	545	401	242	953	377	235	349	124	50	52	105
Medtr7g016910	3	1	0	4	3	19	21	9	9	17	7	28	7	177	58	1314	145	157	114	431	121	0	51	196	0	2	87
Medtr7g016930	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0
Medtr7g016950	0	0	1	0	1	1	0	0	0	3	0	0	0	8	0	183	1	0	0	0	21	0	0	0	0	0	0
Medtr7g016960	9	5	9	12	1	9	0	2	2	1	0	3	0	166	0	0	106	0	78	0	74	0	0	0	0	0	0
Medtr7g016970	4	19	25	63	9	25	37	36	34	36	38	78	25	1216	3180	1892	1768	1069	616	1394	2084	186	24	415	911	0	391
Medtr7g016980	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	12	33	0	0	0	0	0	0
Medtr7g017040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017100	299	1063	1699	2434	410	570	656	434	564	686	488	750	463	2704	3802	3219	6055	3253	2045	5641	5012	3884	2920	5333	2328	368	2791
Medtr7g017120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017130	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017160	11	0	7	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Medtr7g017170	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017260	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017280	3	0	1	5	8	9	1	0	2	6	3	9	11	106	0	0	112	0	58	20	202	0	0	0	0	0	85
Medtr7g017290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017320	2	29	31	30	2	15	12	9	1	15	6	25	4	250	280	379	229	61	99	73	153	37	0	21	308	21	166
Medtr7g017330	13	43	26	65	2	21	25	18	21	30	15	34	29	223	410	203	365	215	127	58	225	0	0	240	89	0	122
Medtr7g017340	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017360	0	1	11	15	3	30	15	17	22	12	11	17	10	521	885	245	1172	149	110	144	436	90	4	677	1	0	180
Medtr7g017370	3	25	24	31	2	0	0	0	0	0	0	0	0	0	3	0	15	0	0	138	43	0	0	0	0	0	0
Medtr7g017380	0	1	4	9	0	0	3	5	6	2	6	1	2	60	71	0	142	0	238	2	83	0	0	0	0	26	67
Medtr7g017400	0	17	19	19	2	28	25	13	38	28	14	28	11	55	409	353	174	404	489	572	151	327	0	105	14	2	308
Medtr7g017425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017430	4	47	53	92	6	28	17	14	8	31	18	26	7	259	598	1019	141	213	219	370	219	0	1	286	0	0	104
Medtr7g017440	3	22	36	60	16	26	40	13	18	42	17	36	13	180	81	7	432	214	35	509	285	2	0	350	341	28	222
Medtr7g017460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Medtr7g017470	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017500	9	57	56	94	14	39	71	67	47	93	47	96	32	548	1084	577	1009	256	605	1020	998	387	432	1578	750	112	430
Medtr7g017510	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017520	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017525	3	2	5	9	5	0	0	0	0	0	0	0	0	35	184	26	6	56	0	11	0	0	0	0	365	0	33
Medtr7g017530	3	18	49	69	10	3	4	1	12	5	5	6	3	150	574	27	111	42	541	205	106	0	0	0	516	0	71
Medtr7g017540	2	1	6	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017560	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017570	16	33	32	46	5	8	6	8	4	9	4	19	6	157	263	30	200	7	0	132	203	11	0	14	0	0	116
Medtr7g017607	0	0	0	1	0	2	0	3	2	3	1	1	2	0	0	0	3	25	35	0	25	0	0	0	0	0	15
Medtr7g017610	1	14	9	21	6	38	40	36	24	72	44	68	36	156	223	154	304	70	365	331	262	437	0	0	0	0	8
Medtr7g017620	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Medtr7g017630	361	1572	2152	3701	339	55	83	81	63	69	62	92	79	2350	1241	1825	2348	1077	1502	1541	2032	448	1255	1087	53	63	811
Medtr7g017660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
Medtr7g017665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	11	153	10	4	0	0	0	2	0	9
Medtr7g017690	1	34	53	61	7	36	21	34	25	47	26	53	17	325	658	336	236	194	316	600	710	93	0	11	0	3	79
Medtr7g017700	1	0	5	3	0	3	3	0	0	0	1	0	4	38	0	6	8	0	0	1	6	57	0	0	0	0	0
Medtr7g017780	0	0	0	0	0	1	0	0	0	5	2	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Medtr7g017790	2	4	7	13	3	26	12	19	10	34	16	35	5	344	201	557	544	247	299	827	762	135	0	239	449	0	285
Medtr7g017820	0	0	0	5	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0
Medtr7g017880	5	12	58	58	9	2	0	2	1	10	0	3	0	94	133	159	310	319	169	706	246	108	0	239	888	0	184
Medtr7g017890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017900	618	2683	4901	6046	705	87	145	84	144	198	167	201	184	7871	12988	8270	12733	8340	12939	14959	13099	8685	5897	8864	7628	663	12478
Medtr7g017970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g017990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018000	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	0	2	5	2	0	0	0	0	0	1
Medtr7g018020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018090	1	4	7	2	1	2	0	0	0	0	1	1	1	0	86	0	142	0	0	0	74	0	0	0	0	0	9
Medtr7g018100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018130	0	0	0	1	1	2	0	1	3	3	1	1	0	4	0	0	17	0	0	0	28	0	0	0	0	0	1
Medtr7g018160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018170	1	14	25	30	7	0	1	0	0	4	0	1	0	21	0	0	36	138	0	0	123	0	0	0	0	0	0
Medtr7g018200	9	72	145	158	19	18	20	7	17	21	8	36	15	442	439	334	381	309	162	281	319	403	507	643	25	7	364
Medtr7g018240	14	39	22	84	12	29	39	27	34	32	23	29	6	690	707	1998	767	301	105	573	452	440	298	287	478	24	129
Medtr7g018270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0
Medtr7g018290	33	150	209	302	33	74	128	65	106	124	86	113	105	5134	7956	8624	6503	5013	3527	5866	3721	2358	1340	2697	3323	294	1725
Medtr7g018310	4	16	25	44	3	2	18	5	21	5	8	7	7	638	1474	1044	871	367	309	401	482	513	301	214	648	2	279
Medtr7g018320	7	35	48	85	8	12	44	17	45	32	16	41	46	1033	3219	1909	1741	1569	991	1412	707	302	404	967	1419	96	337
Medtr7g018330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018370	0	11	0	7	0	2	1	2	0	0	0	2	0	31	0	0	50	0	0	58	0	0	0	0	0	0	1
Medtr7g018380	36	143	293	357	27	37	34	32	42	57	34	79	32	766	1233	1958	1181	764	1120	2233	972	404	1	1505	111	56	714
Medtr7g018420	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018430	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
Medtr7g018450	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018500	0	2	11	0	1	1	2	0	7	0	0	0	0	0	0	0	42	0	0	0	28	0	0	0	0	0	0
Medtr7g018590	2	10	1	20	0	23	25	15	15	26	18	35	20	206	53	257	338	424	79	4	90	26	0	51	19	0	122
Medtr7g018600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018610	54	189	296	421	59	257	301	329	238	394	226	587	170	2580	1677	3278	3618	2676	2495	3648	4100	2980	1293	2168	1874	196	2210
Medtr7g018620	0	0	3	2	0	38	37	32	23	56	20	57	21	5	0	11	1	16	0	0	39	0	0	22	0	0	7
Medtr7g018630	1	2	0	7	0	19	15	7	12	9	9	28	3	125	47	227	154	38	307	335	45	448	0	84	0	0	26
Medtr7g018640	1	0	2	3	1	5	3	9	2	19	9	17	5	13	0	0	0	5	0	44	37	0	0	0	0	0	0
Medtr7g018650	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018660	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018670	1	0	2	0	0	2	0	1	0	6	4	16	3	17	0	2	50	58	147	43	21	0	0	89	149	0	6
Medtr7g018760	0	0	0	2	0	9	6	6	19	22	3	19	1	0	0	0	0	0	0	30	0	0	0	0	0	0	40
Medtr7g018780	13	8	33	8	4	112	87	88	99	292	100	246	82	75	62	84	160	921	563	1476	329	155	361	107	385	46	170
Medtr7g018810	2	1	11	2	0	54	11	32	26	105	72	121	23	31	0	52	44	22	37	22	46	0	0	104	0	0	0
Medtr7g018820	0	0	0	1	0	0	0	0	0	0	0	1	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018840	0	1	1	1	0	78	24	46	35	149	84	173	69	57	23	282	79	45	151	49	100	0	0	45	187	0	29
Medtr7g018850	4	3	5	11	2	54	22	33	19	101	21	94	22	115	48	128	236	416	93	450	364	92	175	2	209	0	5
Medtr7g018880	0	1	2	2	0	0	0	0	0	2	1	0	0	0	43	0	183	33	133	249	0	18	0	22	0	21	0
Medtr7g018890	40	58	62	102	21	75	95	75	68	107	85	133	64	791	964	1551	1298	987	1270	1766	1445	0	3	989	560	0	677
Medtr7g018900	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g018980	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0
Medtr7g018990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g019010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g019050	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g019090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medtr7g019120	24	149	198	255	30	13	31	14	13	29	23	34	16	780	1765	909	2025	762	1140	1026	2055	584	281	995	916	35	1312
Medtr7g019130	3	6	10	15	4	0	1	0	0	0	0	1	0	45	2	0	112	13	89	5	75	13	14	119	0	24	65
Medtr7g019140	0	15	14	32	4	6	1	4	7	7	3	2	0	61	1	36	256	37	71	3	109	0	18	55	0	0	82
Medtr7g019160	0	2	0	3	0	1	0	0	0	3	0	1	1	153	768	168	476	80	175	261	86	0	0	50	0	0	28
Medtr7g019180	21	73	97	142	14	47	59	50	31	55	35	66	27	388	14	162	613	351	679	366	346	76	0	547	533	24	262
Medtr7g019190	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Medtr7g019230	14	19	33	48	18	16	24	10	15	30	10	29	9	7	391	0	57	232	0	374	117	0	0	114	0	44	16
Medtr7g019240	0	0	0	0	0	1	0	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
